index,timestamp,dt,pm2_5,temp,humidity,wind_speed,wind_deg,day_of_week,month,hour_sin,hour_cos,pm25_lag_1hr,pm25_lag_3hr,pm25_lag_24hr,pm25_rolling_avg_6hr,pm25_rolling_avg_24hr,temp_wind_interaction,pm25_t+1,pm25_t+2,pm25_t+3,pm25_t+4,pm25_t+5,pm25_t+6,pm25_t+7,pm25_t+8,pm25_t+9,pm25_t+10,pm25_t+11,pm25_t+12,pm25_t+13,pm25_t+14,pm25_t+15,pm25_t+16,pm25_t+17,pm25_t+18,pm25_t+19,pm25_t+20,pm25_t+21,pm25_t+22,pm25_t+23,pm25_t+24,pm25_t+25,pm25_t+26,pm25_t+27,pm25_t+28,pm25_t+29,pm25_t+30,pm25_t+31,pm25_t+32,pm25_t+33,pm25_t+34,pm25_t+35,pm25_t+36,pm25_t+37,pm25_t+38,pm25_t+39,pm25_t+40,pm25_t+41,pm25_t+42,pm25_t+43,pm25_t+44,pm25_t+45,pm25_t+46,pm25_t+47,pm25_t+48,pm25_t+49,pm25_t+50,pm25_t+51,pm25_t+52,pm25_t+53,pm25_t+54,pm25_t+55,pm25_t+56,pm25_t+57,pm25_t+58,pm25_t+59,pm25_t+60,pm25_t+61,pm25_t+62,pm25_t+63,pm25_t+64,pm25_t+65,pm25_t+66,pm25_t+67,pm25_t+68,pm25_t+69,pm25_t+70,pm25_t+71,pm25_t+72,day_of_week_sin,day_of_week_cos,is_weekend,pm25_lag_2hr,pm25_lag_6hr,pm25_lag_12hr,pm25_rolling_avg_3hr,pm25_rolling_avg_12hr,pm25_rolling_std_6hr,pm25_rolling_std_24hr,pm25_rolling_min_6hr,pm25_rolling_max_6hr,pm25_rolling_min_24hr,pm25_rolling_max_24hr,pm25_change_1hr,pm25_change_6hr,pm25_change_12hr,pm25_trend_6hr,temp_lag_1hr,temp_lag_2hr,temp_lag_3hr,temp_lag_6hr,temp_lag_12hr,temp_lag_24hr,temp_roll_mean_3hr,temp_roll_mean_6hr,temp_roll_mean_12hr,temp_roll_mean_24hr,temp_roll_std_6hr,temp_roll_std_24hr,temp_roll_min_6hr,temp_roll_max_6hr,temp_roll_min_24hr,temp_roll_max_24hr,temp_change_3hr,temp_change_24hr,humidity_lag_1hr,humidity_lag_2hr,humidity_lag_3hr,humidity_lag_6hr,humidity_lag_12hr,humidity_lag_24hr,humidity_roll_mean_3hr,humidity_roll_mean_6hr,humidity_roll_mean_12hr,humidity_roll_mean_24hr,humidity_roll_std_6hr,humidity_roll_std_24hr,humidity_roll_min_6hr,humidity_roll_max_6hr,humidity_roll_min_24hr,humidity_roll_max_24hr,wind_speed_lag_1hr,wind_speed_lag_2hr,wind_speed_lag_3hr,wind_speed_lag_6hr,wind_speed_lag_12hr,wind_speed_lag_24hr,wind_speed_roll_mean_3hr,wind_speed_roll_mean_6hr,wind_speed_roll_mean_12hr,wind_speed_roll_mean_24hr,wind_speed_roll_std_6hr,wind_speed_roll_std_24hr,wind_speed_roll_min_6hr,wind_speed_roll_max_6hr,wind_speed_roll_min_24hr,wind_speed_roll_max_24hr,humidity_temp_interaction,stagnation_index,temp_pm25_interaction,humidity_pm25_interaction,wind_pm25_interaction,temp_forecast_24h_avg,temp_forecast_72h_max,temp_forecast_72h_min,temp_forecast_change_24h,wind_speed_forecast_24h_avg,wind_speed_forecast_72h_max,wind_speed_forecast_24h_min,humidity_forecast_24h_avg,humidity_forecast_72h_max,humidity_forecast_72h_min,stagnation_forecast_24h_avg
24.0,2024-11-25 18:00:00,1732557600,97.88,287.17,67,1.87,357.0,0,11,-1.0,-1.8369701987210297e-16,109.72,112.24,52.0,105.54666666666667,64.00958333333334,537.0079000000001,83.72,70.75,59.7,50.24,44.46,41.52,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,2024-11-25 19:00:00,1732561200,83.72,286.06,73,1.78,358.0,0,11,-0.9659258262890684,0.2588190451025203,97.88,114.37,45.42,103.76166666666667,65.60541666666667,509.1868,70.75,59.7,50.24,44.46,41.52,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,2024-11-25 20:00:00,1732564800,70.75,285.51,74,1.73,359.0,0,11,-0.8660254037844386,0.5000000000000001,83.72,109.72,41.15,98.11333333333334,66.83875,493.9323,59.7,50.24,44.46,41.52,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,2024-11-25 21:00:00,1732568400,59.7,285.51,76,1.63,358.0,0,11,-0.7071067811865477,0.7071067811865474,70.75,97.88,38.07,89.35666666666667,67.74,465.38129999999995,50.24,44.46,41.52,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,2024-11-25 22:00:00,1732572000,50.24,284.4,77,1.6,354.0,0,11,-0.5000000000000004,0.8660254037844384,59.7,83.72,35.39,78.66833333333334,68.35875,455.03999999999996,44.46,41.52,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,2024-11-25 23:00:00,1732575600,44.46,284.4,78,1.64,358.0,0,11,-0.25881904510252157,0.9659258262890681,50.24,70.75,34.03,67.79166666666667,68.79333333333334,466.41599999999994,41.52,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,2024-11-26 00:00:00,1732579200,41.52,283.84,76,1.66,3.0,1,11,0.0,1.0,44.46,59.7,34.04,58.39833333333333,69.105,471.17439999999993,38.58,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,2024-11-26 01:00:00,1732582800,38.58,283.84,78,1.59,359.0,1,11,0.25881904510252074,0.9659258262890683,41.52,50.24,34.28,50.875,69.28416666666666,451.30559999999997,40.93,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,2024-11-26 02:00:00,1732586400,40.93,283.29,77,1.59,358.0,1,11,0.49999999999999994,0.8660254037844387,38.58,44.46,37.96,45.905,69.40791666666667,450.4311000000001,47.52,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,2024-11-26 03:00:00,1732590000,47.52,285.51,75,1.41,359.0,1,11,0.7071067811865475,0.7071067811865476,40.93,41.52,44.55,43.875,69.53166666666667,402.5691,53.59,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,2024-11-26 04:00:00,1732593600,53.59,288.29,66,0.93,328.0,1,11,0.8660254037844386,0.5000000000000001,47.52,38.58,51.98,44.43333333333334,69.59875000000001,268.10970000000003,59.77,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,2024-11-26 05:00:00,1732597200,59.77,290.51,54,0.87,292.0,1,11,0.9659258262890683,0.25881904510252074,53.59,40.93,58.67,46.98500000000001,69.64458333333333,252.7437,67.8,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,2024-11-26 06:00:00,1732600800,67.8,293.29,48,1.34,269.0,1,11,1.0,6.123233995736766e-17,59.77,47.52,64.44,51.365,69.78458333333333,393.00860000000006,66.93,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,2024-11-26 07:00:00,1732604400,66.93,294.95,44,1.74,267.0,1,11,0.9659258262890683,-0.25881904510252063,67.8,53.59,48.63,56.09,70.54708333333333,513.213,74.64,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,2024-11-26 08:00:00,1732608000,74.64,296.06,41,2.1,264.0,1,11,0.8660254037844387,-0.4999999999999998,66.93,59.77,53.26,61.708333333333336,71.43791666666668,621.726,85.81,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,2024-11-26 09:00:00,1732611600,85.81,296.06,35,2.39,268.0,1,11,0.7071067811865476,-0.7071067811865475,74.64,67.8,61.05,68.09,72.46958333333333,707.5834000000001,94.93,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,2024-11-26 10:00:00,1732615200,94.93,296.62,33,2.63,277.0,1,11,0.49999999999999994,-0.8660254037844387,85.81,66.93,65.3,74.98,73.70416666666667,780.1106,105.52,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,2024-11-26 11:00:00,1732618800,105.52,296.06,37,2.64,280.0,1,11,0.258819045102521,-0.9659258262890682,94.93,74.64,71.92,82.605,75.10416666666667,781.5984000000001,117.13,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,2024-11-26 12:00:00,1732622400,117.13,293.84,40,2.34,297.0,1,11,1.2246467991473532e-16,-1.0,105.52,85.81,82.81,90.82666666666667,76.53416666666666,687.5855999999999,126.49,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,2024-11-26 13:00:00,1732626000,126.49,292.17,40,1.98,325.0,1,11,-0.2588190451025208,-0.9659258262890683,117.13,94.93,94.43,100.75333333333333,77.86999999999999,578.4966000000001,133.42,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,2024-11-26 14:00:00,1732629600,133.42,290.51,45,2.09,350.0,1,11,-0.4999999999999997,-0.8660254037844388,126.49,105.52,104.64,110.55,79.06916666666667,607.1659,137.4,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,2024-11-26 15:00:00,1732633200,137.4,288.84,61,2.1,355.0,1,11,-0.7071067811865471,-0.7071067811865479,133.42,117.13,112.24,119.14833333333333,80.11749999999999,606.564,136.71,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,2024-11-26 16:00:00,1732636800,136.71,287.73,68,2.01,355.0,1,11,-0.8660254037844384,-0.5000000000000004,137.4,126.49,114.37,126.11166666666668,81.04833333333333,578.3373,129.09,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,2024-11-26 17:00:00,1732640400,129.09,287.17,69,2.01,358.0,1,11,-0.9659258262890683,-0.25881904510252063,136.71,133.42,109.72,130.04,81.85541666666667,577.2117,112.3,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,2024-11-26 18:00:00,1732644000,112.3,286.06,72,1.98,3.0,1,11,-1.0,-1.8369701987210297e-16,129.09,137.4,97.88,129.235,82.45625,566.3988,91.41,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,2024-11-26 19:00:00,1732647600,91.41,285.51,72,1.97,4.0,1,11,-0.9659258262890684,0.2588190451025203,112.3,136.71,83.72,123.38833333333334,82.77666666666666,562.4547,74.04,61.7,53.9,48.56,44.22,39.7,41.0,48.08,57.51,67.59,81.13,81.93,107.13,130.81,150.39,168.85,186.01,195.98,197.44,194.38,187.48,177.94,168.55,158.87,146.09,126.53,102.71,84.3,72.43,61.51,57.01,58.95,62.06,67.3,76.21,81.12,94.11,109.85,116.09,118.72,124.52,133.35,140.31,144.96,147.59,144.78,134.41,121.55,112.78,108.19,104.67,96.25,81.47,60.99,53.46,60.88,78.49,89.95,93.03,41.23,41.9,45.17,50.14,69.63,108.35,144.74,154.69,131.19,91.44,76.31,70.74,66.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
