index,timestamp,dt,pm2_5,temp,humidity,wind_speed,wind_deg,day_of_week,month,hour_sin,hour_cos,pm25_lag_1hr,pm25_lag_3hr,pm25_lag_24hr,pm25_rolling_avg_6hr,pm25_rolling_avg_24hr,temp_wind_interaction,pm25_t+1,pm25_t+2,pm25_t+3,pm25_t+4,pm25_t+5,pm25_t+6,pm25_t+7,pm25_t+8,pm25_t+9,pm25_t+10,pm25_t+11,pm25_t+12,pm25_t+13,pm25_t+14,pm25_t+15,pm25_t+16,pm25_t+17,pm25_t+18,pm25_t+19,pm25_t+20,pm25_t+21,pm25_t+22,pm25_t+23,pm25_t+24,pm25_t+25,pm25_t+26,pm25_t+27,pm25_t+28,pm25_t+29,pm25_t+30,pm25_t+31,pm25_t+32,pm25_t+33,pm25_t+34,pm25_t+35,pm25_t+36,pm25_t+37,pm25_t+38,pm25_t+39,pm25_t+40,pm25_t+41,pm25_t+42,pm25_t+43,pm25_t+44,pm25_t+45,pm25_t+46,pm25_t+47,pm25_t+48,pm25_t+49,pm25_t+50,pm25_t+51,pm25_t+52,pm25_t+53,pm25_t+54,pm25_t+55,pm25_t+56,pm25_t+57,pm25_t+58,pm25_t+59,pm25_t+60,pm25_t+61,pm25_t+62,pm25_t+63,pm25_t+64,pm25_t+65,pm25_t+66,pm25_t+67,pm25_t+68,pm25_t+69,pm25_t+70,pm25_t+71,pm25_t+72,day_of_week_sin,day_of_week_cos,is_weekend,pm25_lag_2hr,pm25_lag_6hr,pm25_lag_12hr,pm25_rolling_avg_3hr,pm25_rolling_avg_12hr,pm25_rolling_std_6hr,pm25_rolling_std_24hr,pm25_rolling_min_6hr,pm25_rolling_max_6hr,pm25_rolling_min_24hr,pm25_rolling_max_24hr,pm25_change_1hr,pm25_change_6hr,pm25_change_12hr,pm25_trend_6hr,temp_lag_1hr,temp_lag_2hr,temp_lag_3hr,temp_lag_6hr,temp_lag_12hr,temp_lag_24hr,temp_roll_mean_3hr,temp_roll_mean_6hr,temp_roll_mean_12hr,temp_roll_mean_24hr,temp_roll_std_6hr,temp_roll_std_24hr,temp_roll_min_6hr,temp_roll_max_6hr,temp_roll_min_24hr,temp_roll_max_24hr,temp_change_3hr,temp_change_24hr,humidity_lag_1hr,humidity_lag_2hr,humidity_lag_3hr,humidity_lag_6hr,humidity_lag_12hr,humidity_lag_24hr,humidity_roll_mean_3hr,humidity_roll_mean_6hr,humidity_roll_mean_12hr,humidity_roll_mean_24hr,humidity_roll_std_6hr,humidity_roll_std_24hr,humidity_roll_min_6hr,humidity_roll_max_6hr,humidity_roll_min_24hr,humidity_roll_max_24hr,wind_speed_lag_1hr,wind_speed_lag_2hr,wind_speed_lag_3hr,wind_speed_lag_6hr,wind_speed_lag_12hr,wind_speed_lag_24hr,wind_speed_roll_mean_3hr,wind_speed_roll_mean_6hr,wind_speed_roll_mean_12hr,wind_speed_roll_mean_24hr,wind_speed_roll_std_6hr,wind_speed_roll_std_24hr,wind_speed_roll_min_6hr,wind_speed_roll_max_6hr,wind_speed_roll_min_24hr,wind_speed_roll_max_24hr,humidity_temp_interaction,stagnation_index,temp_pm25_interaction,humidity_pm25_interaction,wind_pm25_interaction,temp_forecast_24h_avg,temp_forecast_72h_max,temp_forecast_72h_min,temp_forecast_change_24h,wind_speed_forecast_24h_avg,wind_speed_forecast_72h_max,wind_speed_forecast_24h_min,humidity_forecast_24h_avg,humidity_forecast_72h_max,humidity_forecast_72h_min,stagnation_forecast_24h_avg
4293.0,2025-06-01 23:00:00,1748818800,43.18,297.73,54,2.34,2.0,6,6,-0.25881904510252157,0.9659258262890681,40.06,33.99,47.42,35.915,29.87333333333333,696.6882,45.98,47.52,48.09,49.12,37.63,35.78,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294.0,2025-06-02 00:00:00,1748822400,45.98,297.17,62,2.24,15.0,0,6,0.0,1.0,43.18,37.0,48.41,38.58166666666667,29.77208333333333,665.6608000000001,47.52,48.09,49.12,37.63,35.78,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295.0,2025-06-02 01:00:00,1748826000,47.52,296.62,60,2.67,5.0,0,6,0.25881904510252074,0.9659258262890683,45.98,40.06,48.71,41.288333333333334,29.722499999999997,791.9754,48.09,49.12,37.63,35.78,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296.0,2025-06-02 02:00:00,1748829600,48.09,301.19,22,4.46,351.0,0,6,0.49999999999999994,0.8660254037844387,47.52,43.18,47.89,43.63833333333333,29.730833333333333,1343.3074,49.12,37.63,35.78,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297.0,2025-06-02 03:00:00,1748833200,49.12,302.48,17,5.55,344.0,0,6,0.7071067811865475,0.7071067811865476,48.09,45.98,47.05,45.65833333333333,29.817083333333333,1678.7640000000001,37.63,35.78,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298.0,2025-06-02 04:00:00,1748836800,37.63,303.29,42,4.67,334.0,0,6,0.8660254037844386,0.5000000000000001,49.12,47.52,29.03,45.25333333333333,30.175416666666667,1416.3643000000002,35.78,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299.0,2025-06-02 05:00:00,1748840400,35.78,304.95,38,3.91,323.0,0,6,0.9659258262890683,0.25881904510252074,37.63,48.09,25.91,44.02,30.586666666666662,1192.3545,39.99,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300.0,2025-06-02 06:00:00,1748844000,39.99,306.06,33,3.47,303.0,0,6,1.0,6.123233995736766e-17,35.78,49.12,25.38,43.02166666666667,31.195416666666663,1062.0282,0.0,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301.0,2025-06-02 07:00:00,1748847600,0.0,307.17,31,3.58,266.0,0,6,0.9659258262890683,-0.25881904510252063,39.99,37.63,21.96,35.10166666666667,30.280416666666667,1099.6686,19.37,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302.0,2025-06-02 08:00:00,1748851200,19.37,307.73,26,4.46,244.0,0,6,0.8660254037844387,-0.4999999999999998,0.0,35.78,19.34,30.314999999999998,30.281666666666666,1372.4758000000002,18.52,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303.0,2025-06-02 09:00:00,1748854800,18.52,308.84,28,4.69,239.0,0,6,0.7071067811865476,-0.7071067811865475,19.37,39.99,18.09,25.215,30.29958333333333,1448.4596,18.25,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304.0,2025-06-02 10:00:00,1748858400,18.25,308.29,28,4.21,244.0,0,6,0.49999999999999994,-0.8660254037844387,18.52,0.0,17.49,21.985,30.331249999999997,1297.9009,17.98,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305.0,2025-06-02 11:00:00,1748862000,17.98,308.29,25,3.35,258.0,0,6,0.258819045102521,-0.9659258262890682,18.25,19.37,17.28,19.018333333333334,30.360416666666666,1032.7715,17.67,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306.0,2025-06-02 12:00:00,1748865600,17.67,308.84,22,2.7,282.0,0,6,1.2246467991473532e-16,-1.0,17.98,18.52,17.34,15.298333333333334,30.374166666666667,833.8679999999999,18.63,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307.0,2025-06-02 13:00:00,1748869200,18.63,307.49,12,2.56,285.0,0,6,-0.2588190451025208,-0.9659258262890683,17.67,18.25,18.81,18.403333333333332,30.36666666666667,787.1744,20.63,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308.0,2025-06-02 14:00:00,1748872800,20.63,305.53,15,1.53,290.0,0,6,-0.4999999999999997,-0.8660254037844388,18.63,17.98,21.28,18.613333333333333,30.339583333333337,467.4609,22.72,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309.0,2025-06-02 15:00:00,1748876400,22.72,301.06,39,2.51,121.0,0,6,-0.7071067811865471,-0.7071067811865479,20.63,17.67,23.72,19.313333333333333,30.297916666666666,755.6605999999999,24.67,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310.0,2025-06-02 16:00:00,1748880000,24.67,299.4,44,3.89,93.0,0,6,-0.8660254037844384,-0.5000000000000004,22.72,18.63,25.78,20.383333333333333,30.25166666666667,1164.666,27.21,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311.0,2025-06-02 17:00:00,1748883600,27.21,299.4,43,4.67,66.0,0,6,-0.9659258262890683,-0.25881904510252063,24.67,20.63,28.0,21.921666666666667,30.21875,1398.1979999999999,28.58,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312.0,2025-06-02 18:00:00,1748887200,28.58,299.4,45,3.75,90.0,0,6,-1.0,-1.8369701987210297e-16,27.21,22.72,29.98,23.74,30.160416666666666,1122.75,25.63,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313.0,2025-06-02 19:00:00,1748890800,25.63,298.84,45,3.51,77.0,0,6,-0.9659258262890684,0.2588190451025203,28.58,24.67,31.28,24.906666666666666,29.925,1048.9283999999998,26.5,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314.0,2025-06-02 20:00:00,1748894400,26.5,298.84,45,3.33,79.0,0,6,-0.8660254037844386,0.5000000000000001,25.63,27.21,33.99,25.885,29.612916666666667,995.1371999999999,27.7,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,70.8,75.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315.0,2025-06-02 21:00:00,1748898000,27.7,298.29,48,2.89,113.0,0,6,-0.7071067811865477,0.7071067811865474,26.5,28.58,37.0,26.715,29.22541666666667,862.0581000000001,28.71,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,70.8,75.17,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316.0,2025-06-02 22:00:00,1748901600,28.71,297.73,52,2.51,113.0,0,6,-0.5000000000000004,0.8660254037844384,27.7,25.63,40.06,27.388333333333332,28.752499999999998,747.3023,29.69,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,70.8,75.17,79.75,83.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317.0,2025-06-02 23:00:00,1748905200,29.69,297.17,53,2.65,64.0,0,6,-0.25881904510252157,0.9659258262890681,28.71,26.5,43.18,27.801666666666666,28.190416666666668,787.5005,30.46,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,70.8,75.17,79.75,83.92,88.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318.0,2025-06-03 00:00:00,1748908800,30.46,296.62,57,3.2,34.0,1,6,0.0,1.0,29.69,27.7,45.98,28.115,27.543750000000003,949.1840000000001,30.34,29.52,28.55,28.62,31.5,35.8,35.3,32.2,31.24,30.95,30.77,30.61,31.43,33.06,34.78,36.16,37.91,39.57,40.58,41.74,42.83,43.23,43.7,44.71,44.44,41.93,40.78,32.99,33.33,34.9,36.99,37.73,37.87,38.43,38.38,38.13,38.56,39.32,39.62,38.78,38.37,38.46,38.78,39.8,40.99,41.95,43.12,44.55,45.43,45.37,45.46,43.11,45.32,50.09,48.71,48.16,48.93,50.16,50.89,51.37,53.13,56.03,59.05,61.32,63.89,67.23,70.8,75.17,79.75,83.92,88.05,92.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
